L,R,F,M,C
-0.880498,-0.427193,0.285580,-0.033024,-0.609482
0.296530,1.104231,-0.210505,-0.109072,-0.258641
0.116084,-0.542876,0.498188,0.449296,-1.858398
0.847304,-0.785260,-0.139636,-0.051881,-0.529666
-0.672926,-0.774243,-0.281375,-0.153770,-0.015939
-0.405205,-0.928487,-0.493983,-0.408657,2.376578
-1.200112,-0.636525,-0.281375,-0.249673,0.634332
1.123280,-0.537368,1.348621,0.380515,-1.741984
-1.290924,-0.559403,0.072972,0.026162,-0.840207
-0.734254,-0.664068,-0.210505,0.251884,-1.483547
-0.881677,-0.856874,0.072972,0.054045,-0.937679
-0.856910,-0.845856,0.285580,0.142586,-1.209996
-0.774353,-0.388632,0.214711,-0.176000,0.116254
0.894479,0.178766,-0.423114,-0.160942,0.024759
-0.924135,-0.752208,0.923405,-0.181890,0.152445
0.195103,-0.350071,0.072972,-0.333084,1.404555
1.852141,-0.190318,0.427319,-0.076011,-0.422804
1.064311,-0.107687,-0.139636,-0.118192,-0.214650
-1.090429,-0.261932,0.852535,-0.258318,0.700479
0.527690,0.536833,-0.139636,-0.098384,-0.316028
1.457047,-0.548385,-0.068767,-0.147262,-0.056563
-0.790864,-0.801786,-0.139636,-0.223595,0.433414
-0.513709,-0.575929,0.356450,0.120498,-1.148516
-0.878139,-0.851365,-0.352244,-0.186355,0.179324
0.752953,0.575394,0.072972,-0.078434,-0.412619
-1.000795,0.244871,-0.281375,0.130473,-1.177556
-0.487762,0.542342,-0.493983,-0.147737,-0.054510
-0.380438,-0.928487,0.214711,-0.077769,-0.416500
-0.842757,-0.526350,-0.210505,-0.073541,-0.436302
-1.172986,-0.063618,-0.423114,-0.273946,0.828796
-0.033698,-0.355580,-0.139636,-0.154150,-0.019117
2.111606,-0.631016,-0.068767,-0.071214,-0.447793
-1.148219,-0.383124,-0.210505,-0.139852,-0.100701
1.041903,-0.945013,-0.281375,-0.044756,-0.565449
-0.361568,-0.388632,0.072972,-0.156952,-0.003097
-0.517247,-0.867891,0.002103,-0.011933,-0.701038
0.244637,-0.107687,-0.493983,-0.202125,0.279686
-0.943005,-0.917470,-0.352244,-0.191960,0.212236
-0.891112,-0.845856,-0.210505,-0.140517,-0.098154
1.929981,-0.355580,-0.139636,-0.136859,-0.118544
1.991309,-0.911961,0.285580,0.059365,-0.960736
0.211614,0.101644,0.072972,0.112945,-1.129275
-0.724819,0.961005,0.214711,-0.129924,-0.157110
-0.266037,1.500859,-0.493983,-0.402197,2.267686
1.379207,-0.383124,0.072972,-0.124604,-0.185918
-0.860448,-0.719156,0.002103,-0.114962,-0.236629
0.750594,0.333010,-0.068767,0.197211,-1.358753
0.593736,-0.922978,0.072972,-0.223738,0.428994
-0.444125,-0.917470,-0.281375,-0.085036,-0.385846
-0.819170,-0.504315,-0.210505,-0.240078,0.549419
-0.314392,1.076688,0.002103,-0.251668,0.639600
-1.239031,-0.410667,-0.210505,0.154698,-1.249052
1.461764,-0.873400,-0.139636,-0.060479,-0.500334
-0.721281,0.487254,-0.139636,-0.287816,0.945476
-0.987822,-0.025057,-0.281375,-0.142844,-0.088335
-0.884036,0.635990,-0.423114,-0.160942,0.015751
-0.471251,0.635990,0.143842,0.064590,-0.980355
-1.077455,-0.619999,-0.139636,0.170516,-1.292199
-1.027921,-0.107687,-0.281375,-0.217088,0.377785
-0.077335,1.038127,-0.635722,-0.471832,3.484849
-0.635185,0.019013,0.427319,-0.093112,-0.350470
-0.021904,-0.933996,-0.281375,-0.164077,0.032204
0.870891,-0.889926,0.143842,-0.266013,0.752702
1.836809,1.693665,-0.423114,-0.338926,1.453874
1.933519,1.313563,-0.352244,-0.102137,-0.306378
0.593736,-0.840347,-0.423114,-0.038011,-0.600381
-0.027801,-0.256423,-0.210505,-0.195285,0.227103
-0.104461,-0.939504,0.356450,-0.049269,-0.552780
0.103111,0.597429,-0.068767,-0.156667,-0.012826
-0.110358,-0.735682,0.285580,-0.184835,0.158867
-0.597445,-0.708138,0.002103,-0.258080,0.685707
-0.159893,-0.195827,-0.210505,-0.062236,-0.495989
-0.545552,-0.691612,-0.352244,-0.125269,-0.188279
-0.513709,0.288940,-0.635722,-0.275181,0.828337
0.074805,-0.091161,0.002103,-0.141989,-0.097569
-0.097385,-0.096670,0.072972,-0.162510,0.020455
-1.123451,-0.790769,0.498188,-0.090784,-0.364004
-1.050329,-0.933996,0.143842,-0.011601,-0.709510
-0.481865,-0.735682,-0.210505,-0.018583,-0.681817
0.764747,0.641499,-0.139636,-0.266346,0.752411
0.603171,-0.856874,0.710797,-0.191057,0.196074
0.538304,-0.812804,-0.210505,-0.213145,0.344583
1.547859,-0.113196,-0.210505,-0.283826,0.901190
2.045561,0.283432,-0.493983,-0.312421,1.170171
-1.145860,-0.757717,0.072972,-0.055301,-0.530066
0.585480,-0.487789,-0.352244,-0.150160,-0.054391
-0.761380,-0.708138,-0.068767,-0.080904,-0.413800
-0.003034,-0.460246,-0.352244,-0.113964,-0.251080
-0.593907,0.443185,0.002103,-0.255278,0.658214
-0.819170,-0.945013,-0.281375,-0.252713,0.637298
1.387463,-0.834839,0.214711,-0.111019,-0.266601
0.453389,-0.779752,-0.139636,-0.019961,-0.679118
0.781258,-0.884417,0.214711,-0.112349,-0.259913
-0.326186,0.145714,0.285580,-0.036586,-0.611043
-1.224879,-0.465754,0.427319,-0.308051,1.124833
-0.591548,1.247458,-0.068767,-0.137049,-0.129065
0.079523,-0.388632,0.072972,-0.037014,-0.609615
-0.734254,-0.856874,0.143842,-0.118049,-0.231164
0.093676,0.261397,-0.281375,-0.227490,0.443739
0.554816,-0.669577,-0.210505,-0.079574,-0.421982
-0.902906,-0.779752,0.498188,-0.158282,-0.009696
-1.148219,-0.829330,0.002103,-0.134532,-0.144190
-0.077335,0.994057,-0.352244,-0.074871,-0.444188
-1.045612,-0.570420,-0.281375,-0.243688,0.564003
0.270584,0.189783,0.002103,-0.144127,-0.091424
-0.293163,-0.807295,-0.139636,-0.167117,0.042039
0.998265,2.277589,-0.352244,-0.344246,1.502058
1.286036,-0.416176,-0.281375,-0.161797,0.010006
-1.158833,0.691077,0.143842,-0.133487,-0.150824
-0.148099,-0.796278,0.214711,-0.266583,0.746902
1.019494,0.162240,-0.068767,-0.212243,0.332929
-0.453560,-0.702629,0.002103,-0.201507,0.259721
0.057115,-0.741190,0.002103,-0.052499,-0.545591
-0.610418,-0.851365,0.072972,-0.122087,-0.212212
-0.361568,-0.719156,-0.281375,0.299194,-1.598023
1.582062,0.470728,-0.281375,-0.138189,-0.125649
-1.268516,-0.730173,-0.139636,-0.054636,-0.536546
-1.230776,0.112661,-0.423114,-0.262830,0.714222
-0.777891,0.030031,0.002103,-0.276986,0.833434
1.189326,-0.873400,-0.423114,-0.282448,0.880859
-0.545552,-0.785260,-0.281375,0.037325,-0.897755
-0.335621,-0.504315,-0.068767,-0.224830,0.419798
0.196282,-0.206844,-0.068767,-0.178375,0.107843
-1.183600,-0.856874,-0.423114,-0.128072,-0.182821
-1.111658,-0.697121,-0.210505,-0.061001,-0.510494
0.511179,-0.801786,-0.068767,-0.119664,-0.227547
-0.922956,-0.774243,-0.564852,0.227136,-1.441661
-1.200112,-0.642033,-0.493983,-0.496200,4.009693
-1.242570,1.181353,-0.564852,-0.277271,0.833230
-1.197753,-0.361089,-0.210505,-0.190250,0.181586
0.935758,0.211818,-0.139636,-0.259553,0.684193
0.690445,-0.383124,-0.281375,-0.135054,-0.146389
-0.442945,-0.801786,-0.281375,-0.155622,-0.030911
-1.233134,-0.592455,-0.423114,-0.070929,-0.467239
-0.374541,-0.840347,-0.423114,-0.114914,-0.253784
1.591497,-0.515333,-0.068767,-0.138664,-0.127305
-0.964234,-0.454737,0.427319,-0.281451,0.868026
0.557175,-0.526350,-0.068767,-0.135197,-0.146921
-0.286087,-0.438211,-0.139636,-0.065039,-0.494912
1.093796,-0.735682,-0.423114,-0.017586,-0.696021
-1.171806,-0.030565,0.143842,0.032480,-0.883754
0.002863,-0.867891,0.002103,-0.041811,-0.596557
-0.670567,-0.542876,0.143842,-0.254185,0.638115
1.618623,-0.482281,-0.352244,0.074992,-1.026999
-1.191856,-0.421685,-0.068767,-0.069741,-0.474461
0.656243,0.867356,-0.139636,-0.021386,-0.681708
0.452209,-0.520842,-0.210505,0.025735,-0.860683
-1.037356,0.294449,-0.139636,-0.106982,-0.297006
1.268345,-0.763225,-0.564852,-0.070454,-0.472231
-0.876960,-0.675086,0.002103,0.041125,-0.915455
1.111486,-0.118705,0.214711,-0.178945,0.105644
-1.295642,-0.410667,0.285580,-0.258175,0.668157
-1.064482,-0.306001,-0.352244,-0.169920,0.050102
0.121981,-0.184810,-0.210505,-0.072686,-0.462386
-1.131707,-0.581438,-0.352244,-0.142559,-0.109037
-1.177703,0.090626,-0.139636,-0.124034,-0.209638
0.941655,1.385176,-0.210505,-0.204547,0.270976
0.282378,-0.416176,-0.210505,-0.140944,-0.118942
-0.583292,-0.889926,-0.352244,-0.251145,0.610290
-0.464174,-0.845856,-0.068767,-0.008798,-0.733491
-1.200112,-0.096670,0.214711,-0.029698,-0.650594
0.840227,-0.669577,-0.068767,-0.236515,0.496387
0.794231,-0.300493,-0.068767,-0.243355,0.547947
0.395599,-0.774243,-0.139636,-0.100522,-0.332287
-0.865166,2.349202,-0.493983,-0.195000,0.204918
-0.879318,1.754260,-0.493983,-0.195000,0.204918
-1.289745,-0.889926,-0.352244,-0.217800,0.359676
1.929981,-0.570420,-0.493983,-0.117099,-0.249082
-0.680002,-0.245406,-0.352244,-0.244875,0.558646
-0.596266,-0.911961,-0.139636,-0.147214,-0.086360
-1.316871,-0.250914,0.356450,-0.026041,-0.666913
-1.216623,-0.862382,0.002103,-0.118429,-0.242481
-0.260140,-0.851365,-0.139636,-0.134532,-0.157012
-0.319110,-0.328036,0.072972,0.058557,-0.977967
0.027630,0.272414,0.427319,-0.150825,-0.066585
-0.286087,1.230932,-0.068767,-0.257938,0.660617
0.243458,-0.922978,0.002103,-0.283208,0.874316
-0.531399,1.605525,-0.352244,-0.235185,0.483811
0.442774,-0.922978,0.285580,-0.278173,0.829882
-0.950082,-0.917470,-0.210505,0.041980,-0.922411
0.966422,1.071179,-0.068767,-0.200225,0.237107
1.691745,-0.757717,-0.068767,-0.157380,-0.029809
-0.882857,1.153810,-0.139636,-0.077389,-0.445492
-0.194095,-0.730173,0.427319,-0.046609,-0.582653
-0.248347,-0.394141,-0.210505,-0.077531,-0.445692
0.402675,-0.537368,-0.068767,-0.063709,-0.508707
-0.658773,-0.515333,-0.423114,-0.376214,1.866597
-1.049150,-0.807295,-0.210505,-0.077911,-0.444190
-0.314392,-0.405158,-0.139636,0.110475,-1.142435
2.100992,-0.741190,-0.281375,0.000749,-0.774659
-0.641082,-0.840347,0.285580,0.050102,-0.951541
0.856739,-0.107687,-0.423114,-0.259315,0.669177
0.922785,0.206310,-0.281375,-0.157237,-0.032239
-0.297881,-0.509824,-0.068767,-0.106649,-0.305832
-0.632827,0.503781,0.072972,-0.258413,0.661437
0.066550,-0.157266,0.002103,-0.114677,-0.265172
1.405154,-0.542876,-0.068767,-0.015828,-0.710849
0.272942,-0.900943,-0.352244,-0.142654,-0.115619
0.464003,0.966513,-0.210505,-0.269148,0.749641
0.060653,-0.642033,0.002103,-0.144934,-0.103073
-0.066721,-0.801786,-0.139636,-0.187922,0.154231
-0.076156,-0.124214,-0.281375,-0.167545,0.028038
-1.040894,-0.867891,0.072972,-0.069551,-0.483411
1.228246,-0.107687,0.214711,-0.102754,-0.326354
0.932220,-0.746699,-0.139636,0.010107,-0.811042
-0.874601,2.916601,-0.706591,-0.369041,1.772296
-0.759021,-0.520842,0.002103,-0.195997,0.205163
-0.024263,-0.454737,-0.210505,-0.038771,-0.619147
-0.076156,-0.829330,0.427319,-0.063329,-0.512964
-1.073917,-0.333545,-0.139636,-0.127882,-0.198222
1.980694,0.217327,-0.281375,-0.312041,1.137646
1.168097,-0.812804,-0.068767,-0.314083,1.157134
-0.624571,-0.388632,-0.281375,-0.120282,-0.238898
0.183309,0.938970,-0.281375,-0.397827,2.154133
0.706957,-0.421685,0.143842,-0.206305,0.271768
1.274242,0.828795,-0.423114,-0.333036,1.352116
0.590197,-0.366597,-0.281375,-0.128404,-0.196721
-0.894650,-0.548385,0.002103,-0.221030,0.373657
0.129057,0.762691,-0.281375,-0.166120,0.016015
0.151466,-0.548385,-0.068767,-0.145979,-0.100619
-1.323947,-0.124214,-0.493983,-0.157950,-0.032718
-0.688258,0.404624,0.002103,-0.214190,0.324855
0.101931,-0.752208,-0.352244,-0.164267,0.004156
0.895659,-0.283967,0.072972,0.066300,-1.009145
-0.771994,-0.537368,0.285580,0.116603,-1.164115
-1.217802,-0.487789,-0.139636,0.195073,-1.375587
0.712854,-0.564911,0.072972,-0.249910,0.587329
1.232963,-0.730173,-0.068767,-0.007136,-0.749249
1.584420,-0.383124,-0.352244,0.063402,-1.000318
1.444073,-0.884417,-0.068767,-0.291901,0.941971
0.901556,0.448693,-0.281375,-0.313941,1.151827
-0.223579,0.674551,-0.352244,-0.109832,-0.295749
-0.808555,-0.509824,0.002103,-0.064041,-0.513520
-0.658773,-0.928487,0.285580,0.003267,-0.789931
0.172695,-0.790769,-0.210505,-0.278221,0.818852
1.020674,-0.300493,-0.068767,-0.162605,-0.008114
-1.170627,1.655103,-0.706591,-0.369754,1.772296
-1.223699,-0.548385,-0.139636,-0.205593,0.262580
1.119742,0.063083,-0.493983,-0.117099,-0.259891
0.244637,2.349202,-0.564852,-0.248153,0.570927
1.149227,-0.851365,-0.352244,-0.223785,0.388874
-0.931211,-0.107687,-0.423114,0.066205,-1.011152
-0.151637,0.564377,-0.423114,-0.230768,0.439124
0.564251,-0.261932,-0.423114,-0.230768,0.439124
-1.089249,1.247458,-0.210505,-0.041669,-0.612297
-0.806196,-0.735682,-0.564852,0.102305,-1.124645
1.372131,-0.884417,-0.281375,-0.194192,0.185597
-0.965414,-0.790769,-0.423114,-0.162082,-0.013472
0.524152,-0.223371,0.143842,-0.037489,-0.630607
-1.148219,0.795743,-0.635722,-0.309523,1.103605
-1.031459,-0.564911,-0.139636,0.070765,-1.027366
0.467541,-0.834839,-0.068767,-0.153105,-0.066152
0.785976,0.184275,-0.281375,-0.069694,-0.491192
0.515896,-0.493298,-0.068767,-0.254755,0.619945
2.227186,-0.553894,0.072972,0.026637,-0.878460
-0.018366,-0.686103,0.002103,-0.137382,-0.154854
1.654004,-0.509824,-0.210505,0.008919,-0.814499
-0.080874,-0.140740,-0.352244,-0.257558,0.641554
-0.897009,1.319071,-0.210505,-0.303823,1.046484
-1.294463,-0.889926,0.002103,-0.182935,0.111248
1.909931,-0.823821,-0.493983,-0.358734,1.631832
1.929981,-0.190318,0.427319,0.184766,-1.354130
-0.664670,1.600016,-0.281375,0.119453,-1.177484
-0.820349,-0.669577,-0.423114,-0.415212,2.398016
1.961824,-0.504315,-0.281375,-0.232098,0.444528
1.005342,-0.834839,-0.210505,-0.089264,-0.402150
-1.170627,-0.025057,-0.139636,-0.080476,-0.443788
0.204538,-0.741190,0.143842,-0.210628,0.291580
0.765926,-0.642033,-0.210505,-0.241455,0.513576
0.208076,-0.790769,-0.139636,0.142776,-1.243993
-0.470071,1.390685,-0.352244,-0.185785,0.127391
2.240159,-0.394141,0.214711,-0.042429,-0.613359
0.204538,0.228345,-0.281375,-0.149732,-0.088975
1.138612,-0.818313,-0.281375,-0.282638,0.849428
0.643270,-0.900943,-0.352244,-0.298028,0.988592
1.204658,0.118170,-0.210505,-0.161180,-0.023357
-0.538476,0.101644,-0.068767,-0.143462,-0.124787
-0.168148,-0.460246,-0.281375,-0.056536,-0.553413
-0.139843,0.200801,-0.139636,-0.121279,-0.244449
-0.056106,-0.933996,0.072972,0.104395,-1.135067
-1.101043,-0.691612,-0.068767,-0.191627,0.162224
-0.919418,1.561455,-0.281375,-0.075251,-0.470676
1.454688,-0.631016,0.002103,-0.101662,-0.345071
-0.710666,0.498272,-0.139636,-0.160562,-0.028805
-1.247287,-0.267440,0.072972,0.034427,-0.910429
-0.805017,0.107153,-0.352244,-0.060099,-0.539757
1.023032,-0.939504,0.214711,-0.152202,-0.077859
0.393240,-0.113196,0.002103,-0.216945,0.330808
0.652705,-0.900943,-0.281375,-0.206495,0.258990
-1.293283,-0.542876,-0.210505,-0.161560,-0.024032
0.140851,2.426325,-0.352244,-0.086319,-0.420859
0.695163,-0.091161,-0.281375,-0.153152,-0.073391
-1.244928,-0.889926,0.002103,0.005689,-0.807844
1.918187,-0.157266,0.072972,-0.094157,-0.384189
-1.242570,-0.757717,-0.493983,-0.202315,0.229051
0.972319,1.021600,-0.423114,-0.160942,-0.029288
-1.198932,0.283432,-0.423114,-0.160942,-0.029288
0.430980,0.349536,-0.281375,-0.250718,0.578605
0.093676,0.151222,-0.068767,-0.282163,0.839240
-0.886395,0.751673,0.072972,-0.277128,0.795478
0.971139,-0.884417,0.072972,-0.211245,0.289224
-1.134066,1.930540,-0.635722,-0.462997,3.222008
1.083181,-0.339054,-0.210505,-0.033214,-0.656568
1.135074,-0.922978,0.002103,-0.219510,0.345937
-0.142202,-0.834839,0.002103,-0.193005,0.167047
-0.635185,-0.041583,-0.493983,-0.293373,0.938299
-1.034997,-0.691612,-0.068767,-0.020341,-0.709004
-1.006692,-0.812804,0.072972,-0.166167,0.000271
-0.598624,-0.416176,-0.423114,-0.074966,-0.475981
-0.849834,1.324580,-0.139636,-0.234093,0.450155
-0.450022,0.167749,-0.139636,-0.070976,-0.494599
-0.886395,1.963592,-0.139636,-0.171867,0.033482
1.247116,-0.873400,-0.564852,-0.438535,2.765085
2.096274,-0.047092,0.072972,-0.179610,0.080531
1.116204,-0.278458,-0.281375,-0.110544,-0.306247
0.215152,-0.856874,0.214711,-0.146929,-0.112719
0.511179,-0.928487,0.002103,-0.101519,-0.351430
0.460465,-0.283967,0.427319,-0.037109,-0.642739
-0.865166,-0.366597,-0.423114,-0.166785,0.001675
0.820178,1.914013,-0.352244,-0.123702,-0.239024
0.019374,-0.041583,-0.281375,-0.195570,0.180688
-0.284908,0.085118,-0.564852,0.007162,-0.816890
-0.966593,0.366063,0.072972,-0.276558,0.785879
1.839168,-0.179301,-0.210505,-0.034781,-0.652991
0.522972,-0.922978,0.143842,-0.025756,-0.689866
0.501743,-0.322528,0.072972,-0.083991,-0.436779
2.143450,0.525816,-0.352244,-0.168685,0.011891
1.300188,0.531324,-0.139636,-0.210580,0.279063
1.511298,0.074100,-0.210505,-0.157522,-0.054525
1.427562,1.341106,-0.352244,-0.226683,0.391969
0.623220,0.608446,-0.210505,-0.135814,-0.176304
-0.166969,1.109740,-0.068767,-0.149637,-0.099781
-0.944185,-0.261932,0.072972,0.006212,-0.814825
0.706957,-0.691612,-0.281375,-0.099144,-0.365397
-0.209427,-0.520842,-0.210505,-0.057961,-0.555924
-1.318050,-0.675086,0.002103,-0.105509,-0.334337
-1.065662,-0.212353,-0.210505,-0.172912,0.035565
-0.882857,-0.785260,-0.210505,-0.229200,0.408944
1.617443,0.333010,-0.352244,-0.122847,-0.246398
-0.319110,-0.394141,-0.068767,-0.187732,0.127145
1.718871,0.355045,-0.139636,-0.008703,-0.759432
2.050278,-0.834839,-0.352244,-0.236705,0.463476
0.527690,0.988548,-0.493983,-0.324439,1.231821
0.863815,-0.355580,-0.352244,-0.147309,-0.114780
1.402795,-0.460246,-0.352244,-0.350041,1.509798
0.117263,-0.366597,-0.068767,-0.281926,0.827573
-1.255543,-0.845856,-0.352244,-0.320116,1.186865
-0.797941,-0.845856,0.214711,-0.331089,1.300281
-0.245988,-0.889926,0.214711,-0.328191,1.269629
0.369652,-0.476772,-0.281375,-0.281878,0.826369
-1.024383,0.266906,0.285580,-0.049459,-0.595098
-1.057406,-0.697121,0.002103,-0.083279,-0.444076
-0.802658,-0.911961,-0.423114,-0.213098,0.292432
-0.968952,-0.597964,0.143842,0.023074,-0.879065
-0.118614,0.410132,-0.352244,-0.232288,0.428369
-0.953620,-0.719156,-0.352244,-0.357641,1.595508
-0.067900,0.145714,-0.281375,-0.106459,-0.333149
-1.255543,-0.432702,0.214711,-0.123322,-0.247167
-0.932391,0.751673,-0.352244,-0.195285,0.172086
-0.715384,-0.680595,0.002103,0.127955,-1.213785
-0.425255,-0.741190,0.072972,-0.081094,-0.456125
0.631476,-0.542876,0.072972,-0.270906,0.729305
-1.026742,-0.945013,-0.139636,-0.118524,-0.273056
-0.348594,1.902996,-0.706591,-0.214760,0.301392
1.858038,-0.482281,0.002103,0.030770,-0.908182
-0.542014,-0.867891,-0.210505,-0.204595,0.231782
-0.875780,0.074100,0.072972,-0.235565,0.449852
-0.044313,-0.217862,-0.139636,-0.329189,1.275059
-1.241390,0.790234,-0.493983,-0.175050,0.042775
-1.142322,-0.509824,-0.210505,-0.047749,-0.605374
-1.034997,-0.669577,-0.139636,-0.074064,-0.489570
0.280019,0.250379,-0.352244,0.104680,-1.147430
1.508940,-0.041583,-0.210505,-0.289811,0.891787
-1.325127,-0.884417,-0.281375,-0.294228,0.931387
0.426263,0.140205,0.002103,-0.070549,-0.506363
-1.132887,1.891978,-0.706591,-0.231908,0.421108
-0.335621,-0.581438,-0.281375,-0.217135,0.315442
1.041903,-0.945013,-0.423114,-0.424427,2.510455
-0.452380,-0.895435,0.072972,-0.019343,-0.723234
-0.053748,-0.294984,-0.564852,-0.209013,0.258965
-0.612777,-0.113196,-0.068767,0.158973,-1.301111
-1.051509,0.178766,-0.068767,-0.046466,-0.612615
-0.608059,-0.818313,-0.068767,-0.254660,0.592791
1.070208,-0.779752,-0.139636,0.180301,-1.356911
-0.583292,-0.195827,0.002103,-0.180560,0.073687
1.750714,-0.350071,0.072972,-0.309001,1.067739
-0.432331,-0.493298,0.214711,-0.227633,0.388057
0.258790,-0.157266,-0.068767,-0.335221,1.335002
-0.852193,-0.047092,0.002103,-0.442287,2.808768
1.657542,1.335598,-0.635722,-0.266963,0.691345
-0.129228,0.052065,0.072972,-0.233428,0.429586
0.544201,-0.801786,0.002103,-0.295226,0.937019
-0.865166,0.415641,-0.352244,-0.189015,0.125744
-0.097385,-0.829330,0.214711,-0.102612,-0.357875
-0.931211,-0.675086,0.143842,-0.097102,-0.385006
-1.050329,-0.058109,-0.635722,-0.278933,0.791245
1.028929,0.834304,-0.281375,-0.043901,-0.625610
-1.044433,1.170336,-0.493983,-0.244258,0.509426
0.982933,0.624973,0.214711,-0.100427,-0.369487
1.063132,-0.724664,-0.281375,-0.037489,-0.652889
0.999445,-0.118705,0.002103,-0.230673,0.407214
-1.090429,1.423737,-0.423114,-0.078624,-0.473480
-0.794403,-0.774243,0.143842,-0.056061,-0.574582
0.873250,-0.906452,0.072972,-0.136289,-0.185634
-0.571498,-0.559403,-0.281375,-0.226303,0.375355
0.497026,-0.173792,0.356450,-0.151442,-0.101874
-0.637544,-0.377615,-0.139636,-0.127027,-0.235312
0.610247,-0.928487,-0.352244,-0.168780,-0.001203
2.144629,0.355045,-0.210505,-0.236515,0.449522
1.793172,-0.597964,0.072972,-0.093729,-0.402991
-0.155175,-0.922978,0.143842,-0.110877,-0.318686
-0.725998,-0.911961,-0.210505,-0.214903,0.294660
-1.289745,-0.741190,-0.493983,-0.258745,0.620942
-1.246108,-0.509824,-0.210505,-0.046371,-0.616837
-0.906444,0.773708,-0.423114,-0.243498,0.501421
-0.304957,-0.647542,0.072972,-0.136004,-0.188096
1.378028,-0.223371,-0.139636,-0.172532,0.020288
0.887403,-0.823821,0.214711,-0.227395,0.381783
-1.295642,-0.878909,0.002103,0.000749,-0.805456
